id,phenomena,family,spoken_rendering,expected_summary,actual_summary,failure_signature,selected_because
rd-bf4309f8e4e45b53757d59a1,,family-date-only-plain,Note the warranty date for the core project on Tue Aug 4.,"{""ambiguity_policy"":""act"",""item_count"":1,""items"":[{""date"":""Tue Aug 4"",""facts"":[""note the warranty date for the core project""],""forbidden_facts"":[],""location"":null,""needs_review"":false,""negation"":false,""person"":null,""prohibition"":false,""recurrence"":null,""route"":""Memory"",""state"":""informational"",""time"":null,""title"":""note the warranty date for the core project"",""type"":""note""}],""operations"":[],""shared_context"":{""location"":null,""person"":null,""temporal"":null}}","{""items"":[{""analysis"":""Note the warranty date for the core project on Tue Aug 4."",""delivery"":""none"",""due"":null,""location"":""nil"",""needsReview"":false,""person"":null,""quote"":""Note the warranty date for the core project on Tue Aug 4."",""rawQuote"":""Note the warranty date for the core project on Tue Aug 4."",""recurrence"":""nil"",""reminder"":null,""route"":""Memory"",""state"":""resolved"",""title"":""The warranty date for the core project on Tue Aug 4"",""type"":""note"",""wasRepaired"":false}],""operations"":[],""text"":""Note the warranty date for the core project on Tue Aug 4.""}",date_preservation:20325a4e0b711399,failure|hash_random_fill
rd-2ce8b9b3c74a702c7f6d2e85,,family-recurrence-weekend-context,Take out the recycling for the family trip with Xochitl Rivera at Farm Boy on Sat Aug 8 at 11:00 every Tuesday.,"{""ambiguity_policy"":""act"",""item_count"":1,""items"":[{""date"":""Sat Aug 8"",""facts"":[""take out the recycling for the family trip""],""forbidden_facts"":[],""location"":""Farm Boy"",""needs_review"":false,""negation"":false,""person"":""Xochitl Rivera"",""prohibition"":false,""recurrence"":""weekly:tuesday"",""route"":""Today"",""state"":""outstanding"",""time"":""11:00"",""title"":""take out the recycling for the family trip"",""type"":""reminder""}],""operations"":[],""shared_context"":{""location"":null,""person"":null,""temporal"":null}}","{""items"":[{""analysis"":""Take out the recycling for the family trip with Xochitl Rivera at Farm Boy on Sat Aug 8 at 11:00 every Tuesday."",""delivery"":""none"",""due"":1785855600,""location"":""nil"",""needsReview"":false,""person"":null,""quote"":""Take out the recycling for the family trip with Xochitl Rivera at Farm Boy on Sat Aug 8 at 11:00 every Tuesday."",""rawQuote"":""Take out the recycling for the family trip with Xochitl Rivera at Farm Boy on Sat Aug 8 at 11:00 every Tuesday."",""recurrence"":""weekly x1 days[3]"",""reminder"":null,""route"":""Today"",""state"":""resolved"",""title"":""Take out the recycling for the family trip with Xochitl Rivera at Farm Boy on Sat Aug 8 at 11:00 every Tuesday"",""type"":""task"",""wasRepaired"":false}],""operations"":[],""text"":""Take out the recycling for the family trip with Xochitl Rivera at Farm Boy on Sat Aug 8 at 11:00 every Tuesday.""}",location_preservation|person_preservation|time_preservation|type:a8ea155a6d94fb7f,failure|hash_random_fill
rd-d51190b4dbbc2c509ff08b48,,family-recurrence-plain,Take out the recycling for the core project on Tue Aug 4 every Tuesday.,"{""ambiguity_policy"":""act"",""item_count"":1,""items"":[{""date"":""Tue Aug 4"",""facts"":[""take out the recycling for the core project""],""forbidden_facts"":[],""location"":null,""needs_review"":false,""negation"":false,""person"":null,""prohibition"":false,""recurrence"":""weekly:tuesday"",""route"":""Today"",""state"":""outstanding"",""time"":null,""title"":""take out the recycling for the core project"",""type"":""reminder""}],""operations"":[],""shared_context"":{""location"":null,""person"":null,""temporal"":null}}","{""items"":[{""analysis"":""Take out the recycling for the core project on Tue Aug 4 every Tuesday."",""delivery"":""none"",""due"":1785848400,""location"":""nil"",""needsReview"":false,""person"":null,""quote"":""Take out the recycling for the core project on Tue Aug 4 every Tuesday."",""rawQuote"":""Take out the recycling for the core project on Tue Aug 4 every Tuesday."",""recurrence"":""weekly x1 days[3]"",""reminder"":null,""route"":""Today"",""state"":""resolved"",""title"":""Take out the recycling for the core project on Tue Aug 4 every Tuesday"",""type"":""task"",""wasRepaired"":false}],""operations"":[],""text"":""Take out the recycling for the core project on Tue Aug 4 every Tuesday.""}",type:177d7631d2f6bfa4,failure|hash_random_fill
rd-32f1d136481e28521c90df1f,sequencing,family-two-independent-tasks-plain,"First buy oat milk, then call Maya about dinner.","{""ambiguity_policy"":""act"",""item_count"":2,""items"":[{""date"":null,""facts"":[""buy oat milk for the core project""],""forbidden_facts"":[],""location"":null,""needs_review"":false,""negation"":false,""person"":null,""prohibition"":false,""recurrence"":null,""route"":""Today"",""state"":""outstanding"",""time"":null,""title"":""buy oat milk for the core project"",""type"":""task""},{""date"":null,""facts"":[""call Maya about dinner""],""forbidden_facts"":[],""location"":null,""needs_review"":false,""negation"":false,""person"":null,""prohibition"":false,""recurrence"":null,""route"":""Today"",""state"":""outstanding"",""time"":null,""title"":""call Maya about dinner"",""type"":""task""}],""operations"":[],""shared_context"":{""location"":null,""person"":null,""temporal"":null}}","{""items"":[{""analysis"":""buy oat milk"",""delivery"":""none"",""due"":null,""location"":""nil"",""needsReview"":false,""person"":null,""quote"":""buy oat milk"",""rawQuote"":""buy oat milk"",""recurrence"":""nil"",""reminder"":null,""route"":""Today"",""state"":""resolved"",""title"":""Buy oat milk"",""type"":""shopping"",""wasRepaired"":false},{""analysis"":""call Maya about dinner"",""delivery"":""none"",""due"":null,""location"":""nil"",""needsReview"":false,""person"":""Maya"",""quote"":""call Maya about dinner"",""rawQuote"":""call Maya about dinner"",""recurrence"":""nil"",""reminder"":null,""route"":""Today"",""state"":""resolved"",""title"":""Call Maya about dinner"",""type"":""personFollowUp"",""wasRepaired"":false}],""operations"":[],""text"":""First buy oat milk, then call Maya about dinner.""}",invented_information|lost_information|person_preservation|title_content_preservation|type:309fa88057a3d6c1,phenomenon_coverage|failure|compound_failure
rd-c53d60c4400055db9f45b26a,,family-task-plus-memory-person-date,"Book the train for the birthday with Priya Shah on Tue Aug 4. Also, Maya prefers the quiet car with Maya Chen.","{""ambiguity_policy"":""act"",""item_count"":2,""items"":[{""date"":""Tue Aug 4"",""facts"":[""book the train for the birthday""],""forbidden_facts"":[],""location"":null,""needs_review"":false,""negation"":false,""person"":""Priya Shah"",""prohibition"":false,""recurrence"":null,""route"":""Today"",""state"":""outstanding"",""time"":null,""title"":""book the train for the birthday"",""type"":""task""},{""date"":null,""facts"":[""Maya prefers the quiet car""],""forbidden_facts"":[],""location"":null,""needs_review"":false,""negation"":false,""person"":""Maya Chen"",""prohibition"":false,""recurrence"":null,""route"":""Memory"",""state"":""informational"",""time"":null,""title"":""Maya prefers the quiet car"",""type"":""memory""}],""operations"":[],""shared_context"":{""location"":null,""person"":null,""temporal"":null}}","{""items"":[{""analysis"":""Book the train for the birthday with Priya Shah on Tue Aug 4"",""delivery"":""none"",""due"":1785816000,""location"":""nil"",""needsReview"":false,""person"":null,""quote"":""Book the train for the birthday with Priya Shah on Tue Aug 4"",""rawQuote"":""Book the train for the birthday with Priya Shah on Tue Aug 4"",""recurrence"":""nil"",""reminder"":null,""route"":""Today"",""state"":""resolved"",""title"":""Book the train for the birthday with Priya Shah on Tue Aug 4"",""type"":""task"",""wasRepaired"":false},{""analysis"":""Maya prefers the quiet car with Maya Chen"",""delivery"":""none"",""due"":null,""location"":""nil"",""needsReview"":false,""person"":""Maya"",""quote"":""Maya prefers the quiet car with Maya Chen"",""rawQuote"":""Maya prefers the quiet car with Maya Chen"",""recurrence"":""nil"",""reminder"":null,""route"":""Memory"",""state"":""resolved"",""title"":""Maya prefers the quiet car with Maya Chen"",""type"":""note"",""wasRepaired"":false}],""operations"":[],""text"":""Book the train for the birthday with Priya Shah on Tue Aug 4. Also, Maya prefers the quiet car with Maya Chen.""}",person_preservation|type:9d0cc991e51b6027,failure|hash_random_fill
rd-552a7c585fe1bb294822a13c,self-correction-person|hesitation|sign-off-trailing-noise,family-person-fact-shared-context,"This is for Sam— sorry, for Elena Costa. I want to remember that the design-team detail for the launch with Elena Costa at Farm Boy on Fri Aug 7 at 14:00, okay that's all.","{""ambiguity_policy"":""act"",""item_count"":1,""items"":[{""date"":""Fri Aug 7"",""facts"":[""remember the design-team detail for the launch""],""forbidden_facts"":[],""location"":""Farm Boy"",""needs_review"":false,""negation"":false,""person"":""Elena Costa"",""prohibition"":false,""recurrence"":null,""route"":""Memory"",""state"":""informational"",""time"":""14:00"",""title"":""remember the design-team detail for the launch"",""type"":""personFact""}],""operations"":[],""shared_context"":{""location"":null,""person"":null,""temporal"":null}}","{""items"":[{""analysis"":""for Elena Costa"",""delivery"":""none"",""due"":null,""location"":""nil"",""needsReview"":false,""person"":null,""quote"":""for Elena Costa"",""rawQuote"":""for Sam— sorry, for Elena Costa"",""recurrence"":""nil"",""reminder"":null,""route"":""Memory"",""state"":""resolved"",""title"":""For Elena Costa"",""type"":""note"",""wasRepaired"":true},{""analysis"":""I want to remember that the design-team detail for the launch with Elena Costa at Farm Boy on Fri Aug 7 at 2:00 pm, okay that's all"",""delivery"":""none"",""due"":null,""location"":""nil"",""needsReview"":false,""person"":null,""quote"":""I want to remember that the design-team detail for the launch with Elena Costa at Farm Boy on Fri Aug 7 at 2:00 pm, okay that's all"",""rawQuote"":""I want to remember that the design-team detail for the launch with Elena Costa at Farm Boy on Fri Aug 7 at 14:00, okay that's all"",""recurrence"":""nil"",""reminder"":null,""route"":""Memory"",""state"":""resolved"",""title"":""The design-team detail for the launch with Elena Costa at Farm Boy on Fri Aug 7 at 2:00 pm, okay that's all"",""type"":""note"",""wasRepaired"":true}],""operations"":[],""text"":""This is for Sam— sorry, for Elena Costa. I want to remember that the design-team detail for the launch with Elena Costa at Farm Boy on Fri Aug 7 at 14:00, okay that's all.""}",date_preservation|item_count|location_preservation|lost_information|over_split|person_preservation|routing|time_preservation|title_content_preservation|type|wrong_merge:99c9152ae5d43ce8,phenomenon_coverage|multi_phenomenon|failure|compound_failure|unusual_item_count|ai_candidate
rd-eaf79d6a63b5655b79c31582,,family-memory-named-location,Remember the window-seat preference for the errand at Farm Boy.,"{""ambiguity_policy"":""act"",""item_count"":1,""items"":[{""date"":null,""facts"":[""remember the window-seat preference for the errand""],""forbidden_facts"":[],""location"":""Farm Boy"",""needs_review"":false,""negation"":false,""person"":null,""prohibition"":false,""recurrence"":null,""route"":""Memory"",""state"":""informational"",""time"":null,""title"":""remember the window-seat preference for the errand"",""type"":""memory""}],""operations"":[],""shared_context"":{""location"":null,""person"":null,""temporal"":null}}","{""items"":[{""analysis"":""Remember the window-seat preference for the errand at Farm Boy."",""delivery"":""none"",""due"":null,""location"":""nil"",""needsReview"":false,""person"":null,""quote"":""Remember the window-seat preference for the errand at Farm Boy."",""rawQuote"":""Remember the window-seat preference for the errand at Farm Boy."",""recurrence"":""nil"",""reminder"":null,""route"":""Memory"",""state"":""resolved"",""title"":""The window-seat preference for the errand at Farm Boy"",""type"":""note"",""wasRepaired"":false}],""operations"":[],""text"":""Remember the window-seat preference for the errand at Farm Boy.""}",location_preservation|type:f801f2db117f0ea1,failure|hash_random_fill
rd-f49cad65d77cc7a4937e83d1,filler-words|hesitation|rambling-introduction,family-prohibition-exact-time,"So there's one thing, um, do not send the confidential draft for the appointment on Thu Aug 6 at 16:15, and that's everything.","{""ambiguity_policy"":""act"",""item_count"":1,""items"":[{""date"":""Thu Aug 6"",""facts"":[""send the confidential draft for the appointment""],""forbidden_facts"":[],""location"":null,""needs_review"":false,""negation"":true,""person"":null,""prohibition"":true,""recurrence"":null,""route"":""Today"",""state"":""outstanding"",""time"":""16:15"",""title"":""send the confidential draft for the appointment"",""type"":""task""}],""operations"":[],""shared_context"":{""location"":null,""person"":null,""temporal"":null}}","{""items"":[{""analysis"":""there's one thing"",""delivery"":""none"",""due"":null,""location"":""nil"",""needsReview"":false,""person"":null,""quote"":""there's one thing"",""rawQuote"":""there's one thing"",""recurrence"":""nil"",""reminder"":null,""route"":""Memory"",""state"":""resolved"",""title"":""There's one thing"",""type"":""note"",""wasRepaired"":false},{""analysis"":""do not send the confidential draft for the appointment on Thu Aug 6 at 4:15 pm, and that's everything"",""delivery"":""none"",""due"":null,""location"":""nil"",""needsReview"":true,""person"":null,""quote"":""do not send the confidential draft for the appointment on Thu Aug 6 at 4:15 pm, and that's everything"",""rawQuote"":""do not send the confidential draft for the appointment on Thu Aug 6 at 16:15, and that's everything"",""recurrence"":""nil"",""reminder"":null,""route"":""Memory"",""state"":""resolved"",""title"":""Do not send the confidential draft for the appointment on Thu Aug 6 at 4:15 pm, and that's everything"",""type"":""unclear"",""wasRepaired"":true}],""operations"":[],""text"":""So there's one thing, um, do not send the confidential draft for the appointment on Thu Aug 6 at 16:15, and that's everything.""}",date_preservation|item_count|negation_correctness|over_split|prohibition_correctness|routing|time_preservation|type|wrong_merge:3c5447ef06298c37,phenomenon_coverage|safety_critical|multi_phenomenon|failure|compound_failure|unusual_item_count|ai_candidate
rd-7f215c5e137a3f82002cf5f5,self-correction-date|hesitation|sign-off-trailing-noise,family-single-task-relative-date,"On Wednesday— sorry, on Tue Aug 4. make sure I remember to send the project update for the travel plan on Tue Aug 4, okay that's all.","{""ambiguity_policy"":""act"",""item_count"":1,""items"":[{""date"":""Tue Aug 4"",""facts"":[""send the project update for the travel plan""],""forbidden_facts"":[],""location"":null,""needs_review"":false,""negation"":false,""person"":null,""prohibition"":false,""recurrence"":null,""route"":""Today"",""state"":""outstanding"",""time"":null,""title"":""send the project update for the travel plan"",""type"":""task""}],""operations"":[],""shared_context"":{""location"":null,""person"":null,""temporal"":null}}","{""items"":[{""analysis"":""on Tue Aug 4"",""delivery"":""none"",""due"":1785816000,""location"":""nil"",""needsReview"":false,""person"":null,""quote"":""on Tue Aug 4"",""rawQuote"":""On Wednesday— sorry, on Tue Aug 4"",""recurrence"":""nil"",""reminder"":null,""route"":""Today"",""state"":""resolved"",""title"":""On Tue Aug 4"",""type"":""event"",""wasRepaired"":true},{""analysis"":""make sure I remember to send the project update for the travel plan on Tue Aug 4, okay that's all"",""delivery"":""none"",""due"":1785816000,""location"":""nil"",""needsReview"":false,""person"":null,""quote"":""make sure I remember to send the project update for the travel plan on Tue Aug 4, okay that's all"",""rawQuote"":""make sure I remember to send the project update for the travel plan on Tue Aug 4, okay that's all"",""recurrence"":""nil"",""reminder"":null,""route"":""Today"",""state"":""resolved"",""title"":""Send the project update for the travel plan on Tue Aug 4, okay that's all"",""type"":""task"",""wasRepaired"":false}],""operations"":[],""text"":""On Wednesday— sorry, on Tue Aug 4. make sure I remember to send the project update for the travel plan on Tue Aug 4, okay that's all.""}",item_count|over_split|routing|type|wrong_merge:41caf148a3bc59f8,phenomenon_coverage|multi_phenomenon|failure|compound_failure|unusual_item_count|ai_candidate
rd-166f8fa19b68b5cba30c9815,,family-two-independent-tasks-person-date,"Buy oat milk for the birthday with Priya Shah on Tue Aug 4. Also, call Maya about dinner.","{""ambiguity_policy"":""act"",""item_count"":2,""items"":[{""date"":""Tue Aug 4"",""facts"":[""buy oat milk for the birthday""],""forbidden_facts"":[],""location"":null,""needs_review"":false,""negation"":false,""person"":""Priya Shah"",""prohibition"":false,""recurrence"":null,""route"":""Today"",""state"":""outstanding"",""time"":null,""title"":""buy oat milk for the birthday"",""type"":""task""},{""date"":null,""facts"":[""call Maya about dinner""],""forbidden_facts"":[],""location"":null,""needs_review"":false,""negation"":false,""person"":null,""prohibition"":false,""recurrence"":null,""route"":""Today"",""state"":""outstanding"",""time"":null,""title"":""call Maya about dinner"",""type"":""task""}],""operations"":[],""shared_context"":{""location"":null,""person"":null,""temporal"":null}}","{""items"":[{""analysis"":""Buy oat milk for the birthday with Priya Shah on Tue Aug 4"",""delivery"":""none"",""due"":1785816000,""location"":""nil"",""needsReview"":false,""person"":null,""quote"":""Buy oat milk for the birthday with Priya Shah on Tue Aug 4"",""rawQuote"":""Buy oat milk for the birthday with Priya Shah on Tue Aug 4"",""recurrence"":""nil"",""reminder"":null,""route"":""Today"",""state"":""resolved"",""title"":""Buy oat milk for the birthday with Priya Shah on Tue Aug 4"",""type"":""shopping"",""wasRepaired"":false},{""analysis"":""call Maya about dinner"",""delivery"":""none"",""due"":null,""location"":""nil"",""needsReview"":false,""person"":""Maya"",""quote"":""call Maya about dinner"",""rawQuote"":""call Maya about dinner"",""recurrence"":""nil"",""reminder"":null,""route"":""Today"",""state"":""resolved"",""title"":""Call Maya about dinner"",""type"":""personFollowUp"",""wasRepaired"":false}],""operations"":[],""text"":""Buy oat milk for the birthday with Priya Shah on Tue Aug 4. Also, call Maya about dinner.""}",person_preservation|type:9d0cc991e51b6027,failure|hash_random_fill
rd-5f6a6d1c65d8f8e68059e066,,family-information-plus-task-exact-time,"The tea shelf is empty. Also, order more tea for the appointment on Thu Aug 6 at 16:15.","{""ambiguity_policy"":""act"",""item_count"":2,""items"":[{""date"":null,""facts"":[""the tea shelf is empty""],""forbidden_facts"":[],""location"":null,""needs_review"":false,""negation"":false,""person"":null,""prohibition"":false,""recurrence"":null,""route"":""Memory"",""state"":""informational"",""time"":null,""title"":""the tea shelf is empty"",""type"":""memory""},{""date"":""Thu Aug 6"",""facts"":[""order more tea for the appointment""],""forbidden_facts"":[],""location"":null,""needs_review"":false,""negation"":false,""person"":null,""prohibition"":false,""recurrence"":null,""route"":""Today"",""state"":""outstanding"",""time"":""16:15"",""title"":""order more tea for the appointment"",""type"":""task""}],""operations"":[],""shared_context"":{""location"":null,""person"":null,""temporal"":null}}","{""items"":[{""analysis"":""The tea shelf is empty"",""delivery"":""none"",""due"":null,""location"":""nil"",""needsReview"":false,""person"":null,""quote"":""The tea shelf is empty"",""rawQuote"":""The tea shelf is empty"",""recurrence"":""nil"",""reminder"":null,""route"":""Memory"",""state"":""resolved"",""title"":""The tea shelf is empty"",""type"":""note"",""wasRepaired"":false},{""analysis"":""order more tea for the appointment on Thu Aug 6 at 4:15 pm"",""delivery"":""none"",""due"":1786047300,""location"":""nil"",""needsReview"":false,""person"":null,""quote"":""order more tea for the appointment on Thu Aug 6 at 4:15 pm"",""rawQuote"":""order more tea for the appointment on Thu Aug 6 at 16:15"",""recurrence"":""nil"",""reminder"":null,""route"":""Today"",""state"":""resolved"",""title"":""Order more tea for the appointment on Thu Aug 6 at 4:15 pm"",""type"":""shopping"",""wasRepaired"":true}],""operations"":[],""text"":""The tea shelf is empty. Also, order more tea for the appointment on Thu Aug 6 at 16:15.""}",time_preservation|type:956fb00c919831ff,failure|hash_random_fill
rd-3f451825feb21242b5330496,,family-recurrence-exact-time,Take out the recycling for the appointment on Thu Aug 6 at 16:15 every Tuesday.,"{""ambiguity_policy"":""act"",""item_count"":1,""items"":[{""date"":""Thu Aug 6"",""facts"":[""take out the recycling for the appointment""],""forbidden_facts"":[],""location"":null,""needs_review"":false,""negation"":false,""person"":null,""prohibition"":false,""recurrence"":""weekly:tuesday"",""route"":""Today"",""state"":""outstanding"",""time"":""16:15"",""title"":""take out the recycling for the appointment"",""type"":""reminder""}],""operations"":[],""shared_context"":{""location"":null,""person"":null,""temporal"":null}}","{""items"":[{""analysis"":""Take out the recycling for the appointment on Thu Aug 6 at 4:15 pm every Tuesday."",""delivery"":""none"",""due"":1785874500,""location"":""nil"",""needsReview"":false,""person"":null,""quote"":""Take out the recycling for the appointment on Thu Aug 6 at 4:15 pm every Tuesday."",""rawQuote"":""Take out the recycling for the appointment on Thu Aug 6 at 16:15 every Tuesday"",""recurrence"":""weekly x1 days[3]"",""reminder"":null,""route"":""Today"",""state"":""resolved"",""title"":""Take out the recycling for the appointment on Thu Aug 6 at 4:15 pm every Tuesday"",""type"":""task"",""wasRepaired"":true}],""operations"":[],""text"":""Take out the recycling for the appointment on Thu Aug 6 at 16:15 every Tuesday.""}",time_preservation|type:956fb00c919831ff,failure|hash_random_fill
rd-73cf5c1872b1a6ee6b348e18,,family-task-plus-question-named-location,"Call the venue for the errand at Farm Boy. Also, ask when the doors open.","{""ambiguity_policy"":""act"",""item_count"":2,""items"":[{""date"":null,""facts"":[""call the venue for the errand""],""forbidden_facts"":[],""location"":""Farm Boy"",""needs_review"":false,""negation"":false,""person"":null,""prohibition"":false,""recurrence"":null,""route"":""Today"",""state"":""outstanding"",""time"":null,""title"":""call the venue for the errand"",""type"":""task""},{""date"":null,""facts"":[""ask when the doors open""],""forbidden_facts"":[],""location"":null,""needs_review"":false,""negation"":false,""person"":null,""prohibition"":false,""recurrence"":null,""route"":""Memory"",""state"":""informational"",""time"":null,""title"":""ask when the doors open"",""type"":""note""}],""operations"":[],""shared_context"":{""location"":null,""person"":null,""temporal"":null}}","{""items"":[{""analysis"":""Call the venue for the errand at Farm Boy"",""delivery"":""none"",""due"":null,""location"":""nil"",""needsReview"":false,""person"":null,""quote"":""Call the venue for the errand at Farm Boy"",""rawQuote"":""Call the venue for the errand at Farm Boy"",""recurrence"":""nil"",""reminder"":null,""route"":""Today"",""state"":""resolved"",""title"":""Call the venue for the errand at Farm Boy"",""type"":""task"",""wasRepaired"":false},{""analysis"":""ask when the doors open"",""delivery"":""none"",""due"":null,""location"":""nil"",""needsReview"":true,""person"":null,""quote"":""ask when the doors open"",""rawQuote"":""ask when the doors open"",""recurrence"":""nil"",""reminder"":null,""route"":""Today"",""state"":""resolved"",""title"":""Ask when the doors open"",""type"":""personFollowUp"",""wasRepaired"":false}],""operations"":[],""text"":""Call the venue for the errand at Farm Boy. Also, ask when the doors open.""}",location_preservation|routing|type:4c4e29b691e6e37f,failure|hash_random_fill
rd-54d7bcd9c6b64bdc8f63188a,change-of-intent,family-change-of-mind-plain,"Order the red notebook— actually, Order the blue notebook for the core project.","{""ambiguity_policy"":""act"",""item_count"":1,""items"":[{""date"":null,""facts"":[""order the blue notebook for the core project""],""forbidden_facts"":[""order the red notebook""],""location"":null,""needs_review"":false,""negation"":false,""person"":null,""prohibition"":false,""recurrence"":null,""route"":""Today"",""state"":""outstanding"",""time"":null,""title"":""order the blue notebook for the core project"",""type"":""task""}],""operations"":[],""shared_context"":{""location"":null,""person"":null,""temporal"":null}}","{""items"":[{""analysis"":""Order the blue notebook for the core project."",""delivery"":""none"",""due"":null,""location"":""nil"",""needsReview"":false,""person"":null,""quote"":""Order the blue notebook for the core project."",""rawQuote"":""Order the red notebook— actually, Order the blue notebook for the core project"",""recurrence"":""nil"",""reminder"":null,""route"":""Today"",""state"":""resolved"",""title"":""Order the blue notebook for the core project"",""type"":""shopping"",""wasRepaired"":true}],""operations"":[],""text"":""Order the red notebook— actually, Order the blue notebook for the core project.""}",type:177d7631d2f6bfa4,phenomenon_coverage|failure
rd-b574e2539c7da70addcacb13,self-correction-location,family-location-trigger-named-location,"Do that at home— sorry, at work. Pick up the dry cleaning for the errand at Farm Boy.","{""ambiguity_policy"":""act"",""item_count"":1,""items"":[{""date"":null,""facts"":[""pick up the dry cleaning for the errand""],""forbidden_facts"":[],""location"":""Farm Boy"",""needs_review"":false,""negation"":false,""person"":null,""prohibition"":false,""recurrence"":null,""route"":""Today"",""state"":""outstanding"",""time"":null,""title"":""pick up the dry cleaning for the errand"",""type"":""reminder""}],""operations"":[],""shared_context"":{""location"":null,""person"":null,""temporal"":null}}","{""items"":[{""analysis"":""at work"",""delivery"":""none"",""due"":null,""location"":""nil"",""needsReview"":false,""person"":null,""quote"":""at work"",""rawQuote"":""at home— sorry, at work"",""recurrence"":""nil"",""reminder"":null,""route"":""Memory"",""state"":""resolved"",""title"":""At work"",""type"":""note"",""wasRepaired"":true},{""analysis"":""Pick up the dry cleaning for the errand at Farm Boy"",""delivery"":""none"",""due"":null,""location"":""nil"",""needsReview"":false,""person"":null,""quote"":""Pick up the dry cleaning for the errand at Farm Boy"",""rawQuote"":""Pick up the dry cleaning for the errand at Farm Boy"",""recurrence"":""nil"",""reminder"":null,""route"":""Today"",""state"":""resolved"",""title"":""Pick up the dry cleaning for the errand at Farm Boy"",""type"":""task"",""wasRepaired"":false}],""operations"":[],""text"":""Do that at home— sorry, at work. Pick up the dry cleaning for the errand at Farm Boy.""}",item_count|location_preservation|over_split|routing|type|wrong_merge:e0e7cda5f91fed24,phenomenon_coverage|failure|compound_failure|unusual_item_count|suspicious_synthetic
rd-6b7aeaad80770aad72334a08,,family-time-correction-person-date,Call the clinic for the birthday with Priya Shah on Tue Aug 4 at 16:00.,"{""ambiguity_policy"":""act"",""item_count"":1,""items"":[{""date"":""Tue Aug 4"",""facts"":[""call the clinic for the birthday""],""forbidden_facts"":[""15:00""],""location"":null,""needs_review"":false,""negation"":false,""person"":""Priya Shah"",""prohibition"":false,""recurrence"":null,""route"":""Today"",""state"":""outstanding"",""time"":""16:00"",""title"":""call the clinic for the birthday"",""type"":""task""}],""operations"":[],""shared_context"":{""location"":null,""person"":null,""temporal"":null}}","{""items"":[{""analysis"":""Call the clinic for the birthday with Priya Shah on Tue Aug 4 at 4:00 pm."",""delivery"":""none"",""due"":1785873600,""location"":""nil"",""needsReview"":false,""person"":null,""quote"":""Call the clinic for the birthday with Priya Shah on Tue Aug 4 at 4:00 pm."",""rawQuote"":""Call the clinic for the birthday with Priya Shah on Tue Aug 4 at 16:00"",""recurrence"":""nil"",""reminder"":null,""route"":""Today"",""state"":""resolved"",""title"":""Call the clinic for the birthday with Priya Shah on Tue Aug 4 at 4:00 pm"",""type"":""task"",""wasRepaired"":true}],""operations"":[],""text"":""Call the clinic for the birthday with Priya Shah on Tue Aug 4 at 16:00.""}",person_preservation|time_preservation:166c60e27900812c,failure|hash_random_fill
rd-7ed0aba734ed2e876e0fd0a0,,family-memory-weekend-context,Remember the window-seat preference for the family trip with Xochitl Rivera at Farm Boy on Sat Aug 8 at 11:00.,"{""ambiguity_policy"":""act"",""item_count"":1,""items"":[{""date"":""Sat Aug 8"",""facts"":[""remember the window-seat preference for the family trip""],""forbidden_facts"":[],""location"":""Farm Boy"",""needs_review"":false,""negation"":false,""person"":""Xochitl Rivera"",""prohibition"":false,""recurrence"":null,""route"":""Memory"",""state"":""informational"",""time"":""11:00"",""title"":""remember the window-seat preference for the family trip"",""type"":""memory""}],""operations"":[],""shared_context"":{""location"":null,""person"":null,""temporal"":null}}","{""items"":[{""analysis"":""Remember the window-seat preference for the family trip with Xochitl Rivera at Farm Boy on Sat Aug 8 at 11:00."",""delivery"":""none"",""due"":null,""location"":""nil"",""needsReview"":false,""person"":null,""quote"":""Remember the window-seat preference for the family trip with Xochitl Rivera at Farm Boy on Sat Aug 8 at 11:00."",""rawQuote"":""Remember the window-seat preference for the family trip with Xochitl Rivera at Farm Boy on Sat Aug 8 at 11:00."",""recurrence"":""nil"",""reminder"":null,""route"":""Memory"",""state"":""resolved"",""title"":""The window-seat preference for the family trip with Xochitl Rivera at Farm Boy on Sat Aug 8 at 11:00"",""type"":""note"",""wasRepaired"":false}],""operations"":[],""text"":""Remember the window-seat preference for the family trip with Xochitl Rivera at Farm Boy on Sat Aug 8 at 11:00.""}",date_preservation|location_preservation|person_preservation|time_preservation|type:46796d449069e092,failure|compound_failure|hash_random_fill
